cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_celular
17251;2013;2013m11;Rio Claro;3304409;Interior;0
17252;2013;2013m12;Rio de Janeiro;3304557;Capital;3
17253;2013;2013m12;Rio de Janeiro;3304557;Capital;10
17254;2013;2013m12;Rio de Janeiro;3304557;Capital;13
17255;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17256;2013;2013m12;Rio de Janeiro;3304557;Capital;0
17257;2013;2013m12;Rio de Janeiro;3304557;Capital;11
17258;2013;2013m12;Rio de Janeiro;3304557;Capital;8
17259;2013;2013m12;Rio de Janeiro;3304557;Capital;0
17260;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17261;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17262;2013;2013m12;Rio de Janeiro;3304557;Capital;12
17263;2013;2013m12;Rio de Janeiro;3304557;Capital;11
17264;2013;2013m12;Rio de Janeiro;3304557;Capital;6
17265;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17266;2013;2013m12;Rio de Janeiro;3304557;Capital;9
17267;2013;2013m12;Rio de Janeiro;3304557;Capital;19
17268;2013;2013m12;Rio de Janeiro;3304557;Capital;11
17269;2013;2013m12;Rio de Janeiro;3304557;Capital;6
17270;2013;2013m12;Rio de Janeiro;3304557;Capital;2
17271;2013;2013m12;Rio de Janeiro;3304557;Capital;19
17272;2013;2013m12;Rio de Janeiro;3304557;Capital;9
17273;2013;2013m12;Rio de Janeiro;3304557;Capital;2
17274;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17275;2013;2013m12;Rio de Janeiro;3304557;Capital;10
17276;2013;2013m12;Rio de Janeiro;3304557;Capital;13
17277;2013;2013m12;Rio de Janeiro;3304557;Capital;11
17278;2013;2013m12;Rio de Janeiro;3304557;Capital;7
17279;2013;2013m12;Rio de Janeiro;3304557;Capital;3
17280;2013;2013m12;Rio de Janeiro;3304557;Capital;7
17281;2013;2013m12;Rio de Janeiro;3304557;Capital;7
17282;2013;2013m12;Rio de Janeiro;3304557;Capital;2
17283;2013;2013m12;Rio de Janeiro;3304557;Capital;4
17284;2013;2013m12;Rio de Janeiro;3304557;Capital;1
17285;2013;2013m12;Rio de Janeiro;3304557;Capital;1
17286;2013;2013m12;Rio de Janeiro;3304557;Capital;3
17287;2013;2013m12;Rio de Janeiro;3304557;Capital;6
17288;2013;2013m12;Rio de Janeiro;3304557;Capital;2
17289;2013;2013m12;Rio de Janeiro;3304557;Capital;12
17290;2013;2013m12;Rio de Janeiro;3304557;Capital;5
17291;2013;2013m12;Rio de Janeiro;3304557;Capital;0
17292;2013;2013m12;Rio de Janeiro;3304557;Capital;3
17293;2013;2013m12;Rio de Janeiro;3304557;Capital;0
17294;2013;2013m12;Seropï¿½ï¿;3305554;Baixada Fluminense;0
17295;2013;2013m12;Itaguaï;3302007;Baixada Fluminense;1
17296;2013;2013m12;Paracambi;3303609;Baixada Fluminense;1
17297;2013;2013m12;Nova Iguaï¿;3303500;Baixada Fluminense;20
17298;2013;2013m12;Mesquita;3302858;Baixada Fluminense;3
17299;2013;2013m12;Belford Roxo;3300456;Baixada Fluminense;6
17300;2013;2013m12;Queimados;3304144;Baixada Fluminense;1
17301;2013;2013m12;Nova Iguaï¿;3303500;Baixada Fluminense;5
17302;2013;2013m12;Nilï¿½ï¿½;3303203;Baixada Fluminense;15
17303;2013;2013m12;Nova Iguaï¿;3303500;Baixada Fluminense;10
17304;2013;2013m12;Duque de Caxias;3301702;Baixada Fluminense;24
17305;2013;2013m12;Duque de Caxias;3301702;Baixada Fluminense;2
17306;2013;2013m12;Duque de Caxias;3301702;Baixada Fluminense;0
17307;2013;2013m12;Duque de Caxias;3301702;Baixada Fluminense;4
17308;2013;2013m12;Japeri;3302270;Baixada Fluminense;0
17309;2013;2013m12;Sï¿½ï¿½ï¿½o Joï¿½ï;3305109;Baixada Fluminense;8
17310;2013;2013m12;Magï;3302502;Baixada Fluminense;1
17311;2013;2013m12;Magï;3302502;Baixada Fluminense;1
17312;2013;2013m12;Guapimirim;3301850;Baixada Fluminense;1
17313;2013;2013m12;Tanguï;3305752;Interior;0
17314;2013;2013m12;Itaboraï;3301900;Interior;3
17315;2013;2013m12;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;10
17316;2013;2013m12;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;6
17317;2013;2013m12;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;10
17318;2013;2013m12;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;4
17319;2013;2013m12;Niterï¿;3303302;Grande Niterï¿;1
17320;2013;2013m12;Niterï¿;3303302;Grande Niterï¿;0
17321;2013;2013m12;Niterï¿;3303302;Grande Niterï¿;0
17322;2013;2013m12;Niterï¿;3303302;Grande Niterï¿;0
17323;2013;2013m12;Niterï¿;3303302;Grande Niterï¿;0
17324;2013;2013m12;Maricï;3302700;Grande Niterï¿;3
17325;2013;2013m12;Barra do Pirai;3300308;Interior;0
17326;2013;2013m12;Resende;3304201;Interior;1
17327;2013;2013m12;Barra Mansa;3300407;Interior;0
17328;2013;2013m12;Valenï¿;3306107;Interior;0
17329;2013;2013m12;Rio das Flores;3304508;Interior;0
17330;2013;2013m12;Volta Redonda;3306305;Interior;0
17331;2013;2013m12;Piraï;3304003;Interior;0
17332;2013;2013m12;Vassouras;3306206;Interior;0
17333;2013;2013m12;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
17334;2013;2013m12;Mendes;3302809;Interior;0
17335;2013;2013m12;Engenheiro Paulo de Frontin;3301801;Interior;0
17336;2013;2013m12;Itatiaia;3302254;Interior;0
17337;2013;2013m12;"Porto Real;Quatis";9999992;Interior;0
17338;2013;2013m12;Pinheiral;3303955;Interior;0
17339;2013;2013m12;Sï¿½ï¿½ï¿½o Josï¿½ï¿½ï¿½ do V;3305158;Interior;0
17340;2013;2013m12;Petrï¿½ï¿½;3303906;Interior;1
17341;2013;2013m12;Petrï¿½ï¿½;3303906;Interior;0
17342;2013;2013m12;Paraï¿½ï¿½ï¿½b;3303708;Interior;0
17343;2013;2013m12;"Comendador Levy Gasparian;Areal;Trï¿½ï¿½ï";9999991;Interior;0
17344;2013;2013m12;Sapucaia;3305406;Interior;0
17345;2013;2013m12;Teresï¿½ï¿½;3305802;Interior;1
17346;2013;2013m12;Sumidouro;3305703;Interior;0
17347;2013;2013m12;Carmo;3301207;Interior;0
17348;2013;2013m12;Araruama;3300209;Interior;0
17349;2013;2013m12;Rio Bonito;3304300;Interior;0
17350;2013;2013m12;Silva Jardim;3305604;Interior;0
17351;2013;2013m12;Casimiro de Abreu;3301306;Interior;0
17352;2013;2013m12;Conceiï¿½ï¿½ï¿½ï¿½ï;3301405;Interior;0
17353;2013;2013m12;Macaï;3302403;Interior;1
17354;2013;2013m12;Saquarema;3305505;Interior;0
17355;2013;2013m12;Sï¿½ï¿½ï¿½o Pedro d;3305208;Interior;2
17356;2013;2013m12;Cabo Frio;3300704;Interior;7
17357;2013;2013m12;Armaï¿½ï¿½ï¿½ï¿½ï¿;3300233;Interior;0
17358;2013;2013m12;Rio das Ostras;3304524;Interior;4
17359;2013;2013m12;Iguaba Grande;3301876;Interior;0
17360;2013;2013m12;"Quissamï¿½ï¿½ï¿½;C";9999994;Interior;0
17361;2013;2013m12;Arraial do Cabo;3300258;Interior;0
17362;2013;2013m12;Campos dos Goytacazes;3301009;Interior;2
17363;2013;2013m12;Itaocara;3302106;Interior;0
17364;2013;2013m12;"Santo Antï¿½ï¿½ï¿½nio de Pï¿½ï";9999993;Interior;1
17365;2013;2013m12;Miracema;3303005;Interior;0
17366;2013;2013m12;Laje do Muriaï;3302304;Interior;0
17367;2013;2013m12;Porciï¿½ï¿½;3304102;Interior;0
17368;2013;2013m12;"Natividade;Varre-Sai";9999997;Interior;0
17369;2013;2013m12;Sï¿½ï¿½ï¿½o;3304805;Interior;0
17370;2013;2013m12;Cambuci;3300902;Interior;0
17371;2013;2013m12;"Itaperuna;Sï¿½ï¿½ï¿½o Jos";9999996;Interior;0
17372;2013;2013m12;Bom Jesus de Itabapoana;3300605;Interior;0
17373;2013;2013m12;Sï¿½ï¿½ï¿½o Joï¿½;3305000;Interior;0
17374;2013;2013m12;Campos dos Goytacazes;3301009;Interior;3
17375;2013;2013m12;Sï¿½ï¿½ï¿½o Francisco de It;3304755;Interior;0
17376;2013;2013m12;"Cardoso Moreira;Italva";9999995;Interior;0
17377;2013;2013m12;Nova Friburgo;3303401;Interior;0
17378;2013;2013m12;Duas Barras;3301603;Interior;0
17379;2013;2013m12;Cantagalo;3301108;Interior;0
17380;2013;2013m12;"Cordeiro;Macuco";9999998;Interior;0
17381;2013;2013m12;Sï¿½ï¿½ï¿½o Sebastiï¿;3305307;Interior;0
17382;2013;2013m12;Santa Maria Madalena;3304607;Interior;0
17383;2013;2013m12;Trajano de Morais;3305901;Interior;0
17384;2013;2013m12;Bom Jardim;3300506;Interior;0
17385;2013;2013m12;Cachoeiras de Macacu;3300803;Interior;0
17386;2013;2013m12;Mangaratiba;3302601;Interior;0
17387;2013;2013m12;Angra dos Reis;3300100;Interior;0
17388;2013;2013m12;Paraty;3303807;Interior;0
17389;2013;2013m12;Rio Claro;3304409;Interior;0
17390;2014;2014m01;Rio de Janeiro;3304557;Capital;10
17391;2014;2014m01;Rio de Janeiro;3304557;Capital;19
17392;2014;2014m01;Rio de Janeiro;3304557;Capital;1
17393;2014;2014m01;Rio de Janeiro;3304557;Capital;6
17394;2014;2014m01;Rio de Janeiro;3304557;Capital;1
17395;2014;2014m01;Rio de Janeiro;3304557;Capital;8
17396;2014;2014m01;Rio de Janeiro;3304557;Capital;17
17397;2014;2014m01;Rio de Janeiro;3304557;Capital;0
17398;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17399;2014;2014m01;Rio de Janeiro;3304557;Capital;6
17400;2014;2014m01;Rio de Janeiro;3304557;Capital;15
17401;2014;2014m01;Rio de Janeiro;3304557;Capital;7
17402;2014;2014m01;Rio de Janeiro;3304557;Capital;13
17403;2014;2014m01;Rio de Janeiro;3304557;Capital;6
17404;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17405;2014;2014m01;Rio de Janeiro;3304557;Capital;16
17406;2014;2014m01;Rio de Janeiro;3304557;Capital;10
17407;2014;2014m01;Rio de Janeiro;3304557;Capital;4
17408;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17409;2014;2014m01;Rio de Janeiro;3304557;Capital;17
17410;2014;2014m01;Rio de Janeiro;3304557;Capital;12
17411;2014;2014m01;Rio de Janeiro;3304557;Capital;9
17412;2014;2014m01;Rio de Janeiro;3304557;Capital;4
17413;2014;2014m01;Rio de Janeiro;3304557;Capital;9
17414;2014;2014m01;Rio de Janeiro;3304557;Capital;10
17415;2014;2014m01;Rio de Janeiro;3304557;Capital;9
17416;2014;2014m01;Rio de Janeiro;3304557;Capital;9
17417;2014;2014m01;Rio de Janeiro;3304557;Capital;1
17418;2014;2014m01;Rio de Janeiro;3304557;Capital;11
17419;2014;2014m01;Rio de Janeiro;3304557;Capital;13
17420;2014;2014m01;Rio de Janeiro;3304557;Capital;10
17421;2014;2014m01;Rio de Janeiro;3304557;Capital;3
17422;2014;2014m01;Rio de Janeiro;3304557;Capital;3
17423;2014;2014m01;Rio de Janeiro;3304557;Capital;3
17424;2014;2014m01;Rio de Janeiro;3304557;Capital;7
17425;2014;2014m01;Rio de Janeiro;3304557;Capital;3
17426;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17427;2014;2014m01;Rio de Janeiro;3304557;Capital;6
17428;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17429;2014;2014m01;Rio de Janeiro;3304557;Capital;0
17430;2014;2014m01;Rio de Janeiro;3304557;Capital;5
17431;2014;2014m01;Rio de Janeiro;3304557;Capital;0
17432;2014;2014m01;Seropï¿½ï¿;3305554;Baixada Fluminense;0
17433;2014;2014m01;Itaguaï;3302007;Baixada Fluminense;1
17434;2014;2014m01;Paracambi;3303609;Baixada Fluminense;0
17435;2014;2014m01;Nova Iguaï¿;3303500;Baixada Fluminense;18
17436;2014;2014m01;Mesquita;3302858;Baixada Fluminense;0
17437;2014;2014m01;Belford Roxo;3300456;Baixada Fluminense;1
17438;2014;2014m01;Queimados;3304144;Baixada Fluminense;0
17439;2014;2014m01;Nova Iguaï¿;3303500;Baixada Fluminense;5
17440;2014;2014m01;Nilï¿½ï¿½;3303203;Baixada Fluminense;17
17441;2014;2014m01;Nova Iguaï¿;3303500;Baixada Fluminense;9
17442;2014;2014m01;Duque de Caxias;3301702;Baixada Fluminense;7
17443;2014;2014m01;Duque de Caxias;3301702;Baixada Fluminense;10
17444;2014;2014m01;Duque de Caxias;3301702;Baixada Fluminense;1
17445;2014;2014m01;Duque de Caxias;3301702;Baixada Fluminense;0
17446;2014;2014m01;Japeri;3302270;Baixada Fluminense;0
17447;2014;2014m01;Sï¿½ï¿½ï¿½o Joï¿½ï;3305109;Baixada Fluminense;9
17448;2014;2014m01;Magï;3302502;Baixada Fluminense;2
17449;2014;2014m01;Magï;3302502;Baixada Fluminense;0
17450;2014;2014m01;Guapimirim;3301850;Baixada Fluminense;0
17451;2014;2014m01;Tanguï;3305752;Interior;0
17452;2014;2014m01;Itaboraï;3301900;Interior;7
17453;2014;2014m01;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;12
17454;2014;2014m01;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;7
17455;2014;2014m01;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;19
17456;2014;2014m01;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;3
17457;2014;2014m01;Niterï¿;3303302;Grande Niterï¿;3
17458;2014;2014m01;Niterï¿;3303302;Grande Niterï¿;4
17459;2014;2014m01;Niterï¿;3303302;Grande Niterï¿;2
17460;2014;2014m01;Niterï¿;3303302;Grande Niterï¿;0
17461;2014;2014m01;Niterï¿;3303302;Grande Niterï¿;1
17462;2014;2014m01;Maricï;3302700;Grande Niterï¿;1
17463;2014;2014m01;Barra do Pirai;3300308;Interior;0
17464;2014;2014m01;Resende;3304201;Interior;0
17465;2014;2014m01;Barra Mansa;3300407;Interior;0
17466;2014;2014m01;Valenï¿;3306107;Interior;1
17467;2014;2014m01;Rio das Flores;3304508;Interior;0
17468;2014;2014m01;Volta Redonda;3306305;Interior;2
17469;2014;2014m01;Piraï;3304003;Interior;0
17470;2014;2014m01;Vassouras;3306206;Interior;0
17471;2014;2014m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
17472;2014;2014m01;Mendes;3302809;Interior;0
17473;2014;2014m01;Engenheiro Paulo de Frontin;3301801;Interior;0
17474;2014;2014m01;Itatiaia;3302254;Interior;0
17475;2014;2014m01;"Porto Real;Quatis";9999992;Interior;0
17476;2014;2014m01;Pinheiral;3303955;Interior;0
17477;2014;2014m01;Sï¿½ï¿½ï¿½o Josï¿½ï¿½ï¿½ do V;3305158;Interior;0
17478;2014;2014m01;Petrï¿½ï¿½;3303906;Interior;0
17479;2014;2014m01;Petrï¿½ï¿½;3303906;Interior;0
17480;2014;2014m01;Paraï¿½ï¿½ï¿½b;3303708;Interior;0
17481;2014;2014m01;"Comendador Levy Gasparian;Areal;Trï¿½ï¿½ï";9999991;Interior;0
17482;2014;2014m01;Sapucaia;3305406;Interior;0
17483;2014;2014m01;Teresï¿½ï¿½;3305802;Interior;0
17484;2014;2014m01;Sumidouro;3305703;Interior;0
17485;2014;2014m01;Carmo;3301207;Interior;0
17486;2014;2014m01;Araruama;3300209;Interior;1
17487;2014;2014m01;Rio Bonito;3304300;Interior;0
17488;2014;2014m01;Silva Jardim;3305604;Interior;0
17489;2014;2014m01;Casimiro de Abreu;3301306;Interior;0
17490;2014;2014m01;Conceiï¿½ï¿½ï¿½ï¿½ï;3301405;Interior;0
17491;2014;2014m01;Macaï;3302403;Interior;7
17492;2014;2014m01;Saquarema;3305505;Interior;0
17493;2014;2014m01;Sï¿½ï¿½ï¿½o Pedro d;3305208;Interior;0
17494;2014;2014m01;Cabo Frio;3300704;Interior;0
17495;2014;2014m01;Armaï¿½ï¿½ï¿½ï¿½ï¿;3300233;Interior;1
17496;2014;2014m01;Rio das Ostras;3304524;Interior;4
17497;2014;2014m01;Iguaba Grande;3301876;Interior;0
17498;2014;2014m01;"Quissamï¿½ï¿½ï¿½;C";9999994;Interior;0
17499;2014;2014m01;Arraial do Cabo;3300258;Interior;0
17500;2014;2014m01;Campos dos Goytacazes;3301009;Interior;3
17501;2014;2014m01;Itaocara;3302106;Interior;0
17502;2014;2014m01;"Santo Antï¿½ï¿½ï¿½nio de Pï¿½ï";9999993;Interior;0
17503;2014;2014m01;Miracema;3303005;Interior;0
17504;2014;2014m01;Laje do Muriaï;3302304;Interior;0
17505;2014;2014m01;Porciï¿½ï¿½;3304102;Interior;0
17506;2014;2014m01;"Natividade;Varre-Sai";9999997;Interior;0
17507;2014;2014m01;Sï¿½ï¿½ï¿½o;3304805;Interior;0
17508;2014;2014m01;Cambuci;3300902;Interior;0
17509;2014;2014m01;"Itaperuna;Sï¿½ï¿½ï¿½o Jos";9999996;Interior;0
17510;2014;2014m01;Bom Jesus de Itabapoana;3300605;Interior;0
17511;2014;2014m01;Sï¿½ï¿½ï¿½o Joï¿½;3305000;Interior;1
17512;2014;2014m01;Campos dos Goytacazes;3301009;Interior;0
17513;2014;2014m01;Sï¿½ï¿½ï¿½o Francisco de It;3304755;Interior;1
17514;2014;2014m01;"Cardoso Moreira;Italva";9999995;Interior;0
17515;2014;2014m01;Nova Friburgo;3303401;Interior;4
17516;2014;2014m01;Duas Barras;3301603;Interior;0
17517;2014;2014m01;Cantagalo;3301108;Interior;0
17518;2014;2014m01;"Cordeiro;Macuco";9999998;Interior;0
17519;2014;2014m01;Sï¿½ï¿½ï¿½o Sebastiï¿;3305307;Interior;0
17520;2014;2014m01;Santa Maria Madalena;3304607;Interior;0
17521;2014;2014m01;Trajano de Morais;3305901;Interior;0
17522;2014;2014m01;Bom Jardim;3300506;Interior;0
17523;2014;2014m01;Cachoeiras de Macacu;3300803;Interior;0
17524;2014;2014m01;Mangaratiba;3302601;Interior;0
17525;2014;2014m01;Angra dos Reis;3300100;Interior;1
17526;2014;2014m01;Paraty;3303807;Interior;0
17527;2014;2014m01;Rio Claro;3304409;Interior;0
17528;2014;2014m02;Rio de Janeiro;3304557;Capital;7
17529;2014;2014m02;Rio de Janeiro;3304557;Capital;16
17530;2014;2014m02;Rio de Janeiro;3304557;Capital;5
17531;2014;2014m02;Rio de Janeiro;3304557;Capital;2
17532;2014;2014m02;Rio de Janeiro;3304557;Capital;5
17533;2014;2014m02;Rio de Janeiro;3304557;Capital;8
17534;2014;2014m02;Rio de Janeiro;3304557;Capital;8
17535;2014;2014m02;Rio de Janeiro;3304557;Capital;0
17536;2014;2014m02;Rio de Janeiro;3304557;Capital;2
17537;2014;2014m02;Rio de Janeiro;3304557;Capital;3
17538;2014;2014m02;Rio de Janeiro;3304557;Capital;16
17539;2014;2014m02;Rio de Janeiro;3304557;Capital;10
17540;2014;2014m02;Rio de Janeiro;3304557;Capital;7
17541;2014;2014m02;Rio de Janeiro;3304557;Capital;10
17542;2014;2014m02;Rio de Janeiro;3304557;Capital;9
17543;2014;2014m02;Rio de Janeiro;3304557;Capital;16
17544;2014;2014m02;Rio de Janeiro;3304557;Capital;10
17545;2014;2014m02;Rio de Janeiro;3304557;Capital;7
17546;2014;2014m02;Rio de Janeiro;3304557;Capital;1
17547;2014;2014m02;Rio de Janeiro;3304557;Capital;24
17548;2014;2014m02;Rio de Janeiro;3304557;Capital;9
17549;2014;2014m02;Rio de Janeiro;3304557;Capital;10
17550;2014;2014m02;Rio de Janeiro;3304557;Capital;11
17551;2014;2014m02;Rio de Janeiro;3304557;Capital;5
17552;2014;2014m02;Rio de Janeiro;3304557;Capital;15
17553;2014;2014m02;Rio de Janeiro;3304557;Capital;9
17554;2014;2014m02;Rio de Janeiro;3304557;Capital;4
17555;2014;2014m02;Rio de Janeiro;3304557;Capital;8
17556;2014;2014m02;Rio de Janeiro;3304557;Capital;11
17557;2014;2014m02;Rio de Janeiro;3304557;Capital;7
17558;2014;2014m02;Rio de Janeiro;3304557;Capital;15
17559;2014;2014m02;Rio de Janeiro;3304557;Capital;4
17560;2014;2014m02;Rio de Janeiro;3304557;Capital;1
17561;2014;2014m02;Rio de Janeiro;3304557;Capital;2
17562;2014;2014m02;Rio de Janeiro;3304557;Capital;2
17563;2014;2014m02;Rio de Janeiro;3304557;Capital;6
17564;2014;2014m02;Rio de Janeiro;3304557;Capital;3
17565;2014;2014m02;Rio de Janeiro;3304557;Capital;3
17566;2014;2014m02;Rio de Janeiro;3304557;Capital;6
17567;2014;2014m02;Rio de Janeiro;3304557;Capital;2
17568;2014;2014m02;Rio de Janeiro;3304557;Capital;3
17569;2014;2014m02;Rio de Janeiro;3304557;Capital;1
17570;2014;2014m02;Seropï¿½ï¿;3305554;Baixada Fluminense;2
17571;2014;2014m02;Itaguaï;3302007;Baixada Fluminense;2
17572;2014;2014m02;Paracambi;3303609;Baixada Fluminense;0
17573;2014;2014m02;Nova Iguaï¿;3303500;Baixada Fluminense;23
17574;2014;2014m02;Mesquita;3302858;Baixada Fluminense;0
17575;2014;2014m02;Belford Roxo;3300456;Baixada Fluminense;7
17576;2014;2014m02;Queimados;3304144;Baixada Fluminense;2
17577;2014;2014m02;Nova Iguaï¿;3303500;Baixada Fluminense;3
17578;2014;2014m02;Nilï¿½ï¿½;3303203;Baixada Fluminense;17
17579;2014;2014m02;Nova Iguaï¿;3303500;Baixada Fluminense;11
17580;2014;2014m02;Duque de Caxias;3301702;Baixada Fluminense;3
17581;2014;2014m02;Duque de Caxias;3301702;Baixada Fluminense;13
17582;2014;2014m02;Duque de Caxias;3301702;Baixada Fluminense;2
17583;2014;2014m02;Duque de Caxias;3301702;Baixada Fluminense;4
17584;2014;2014m02;Japeri;3302270;Baixada Fluminense;1
17585;2014;2014m02;Sï¿½ï¿½ï¿½o Joï¿½ï;3305109;Baixada Fluminense;3
17586;2014;2014m02;Magï;3302502;Baixada Fluminense;1
17587;2014;2014m02;Magï;3302502;Baixada Fluminense;1
17588;2014;2014m02;Guapimirim;3301850;Baixada Fluminense;1
17589;2014;2014m02;Tanguï;3305752;Interior;0
17590;2014;2014m02;Itaboraï;3301900;Interior;4
17591;2014;2014m02;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;10
17592;2014;2014m02;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;7
17593;2014;2014m02;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;14
17594;2014;2014m02;Sï¿½ï¿½ï¿½o;3304904;Grande Niterï¿;1
17595;2014;2014m02;Niterï¿;3303302;Grande Niterï¿;6
17596;2014;2014m02;Niterï¿;3303302;Grande Niterï¿;1
17597;2014;2014m02;Niterï¿;3303302;Grande Niterï¿;1
17598;2014;2014m02;Niterï¿;3303302;Grande Niterï¿;1
17599;2014;2014m02;Niterï¿;3303302;Grande Niterï¿;0
17600;2014;2014m02;Maricï;3302700;Grande Niterï¿;3
17601;2014;2014m02;Barra do Pirai;3300308;Interior;1
17602;2014;2014m02;Resende;3304201;Interior;0
17603;2014;2014m02;Barra Mansa;3300407;Interior;0
17604;2014;2014m02;Valenï¿;3306107;Interior;0
17605;2014;2014m02;Rio das Flores;3304508;Interior;0
17606;2014;2014m02;Volta Redonda;3306305;Interior;0
17607;2014;2014m02;Piraï;3304003;Interior;0
17608;2014;2014m02;Vassouras;3306206;Interior;0
17609;2014;2014m02;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
17610;2014;2014m02;Mendes;3302809;Interior;0
17611;2014;2014m02;Engenheiro Paulo de Frontin;3301801;Interior;0
17612;2014;2014m02;Itatiaia;3302254;Interior;0
17613;2014;2014m02;"Porto Real;Quatis";9999992;Interior;0
17614;2014;2014m02;Pinheiral;3303955;Interior;0
17615;2014;2014m02;Sï¿½ï¿½ï¿½o Josï¿½ï¿½ï¿½ do V;3305158;Interior;0
17616;2014;2014m02;Petrï¿½ï¿½;3303906;Interior;0
17617;2014;2014m02;Petrï¿½ï¿½;3303906;Interior;0
17618;2014;2014m02;Paraï¿½ï¿½ï¿½b;3303708;Interior;0
17619;2014;2014m02;"Comendador Levy Gasparian;Areal;Trï¿½ï¿½ï";9999991;Interior;0
17620;2014;2014m02;Sapucaia;3305406;Interior;0
17621;2014;2014m02;Teresï¿½ï¿½;3305802;Interior;0
17622;2014;2014m02;Sumidouro;3305703;Interior;0
17623;2014;2014m02;Carmo;3301207;Interior;0
17624;2014;2014m02;Araruama;3300209;Interior;1
17625;2014;2014m02;Rio Bonito;3304300;Interior;0
17626;2014;2014m02;Silva Jardim;3305604;Interior;0
17627;2014;2014m02;Casimiro de Abreu;3301306;Interior;0
17628;2014;2014m02;Conceiï¿½ï¿½ï¿½ï¿½ï;3301405;Interior;0
17629;2014;2014m02;Macaï;3302403;Interior;0
17630;2014;2014m02;Saquarema;3305505;Interior;0
17631;2014;2014m02;Sï¿½ï¿½ï¿½o Pedro d;3305208;Interior;1
17632;2014;2014m02;Cabo Frio;3300704;Interior;2
17633;2014;2014m02;Armaï¿½ï¿½ï¿½ï¿½ï¿;3300233;Interior;0
17634;2014;2014m02;Rio das Ostras;3304524;Interior;0
17635;2014;2014m02;Iguaba Grande;3301876;Interior;0
17636;2014;2014m02;"Quissamï¿½ï¿½ï¿½;C";9999994;Interior;0
17637;2014;2014m02;Arraial do Cabo;3300258;Interior;0
17638;2014;2014m02;Campos dos Goytacazes;3301009;Interior;5
17639;2014;2014m02;Itaocara;3302106;Interior;0
17640;2014;2014m02;"Santo Antï¿½ï¿½ï¿½nio de Pï¿½ï";9999993;Interior;1
17641;2014;2014m02;Miracema;3303005;Interior;0
17642;2014;2014m02;Laje do Muriaï;3302304;Interior;0
17643;2014;2014m02;Porciï¿½ï¿½;3304102;Interior;0
17644;2014;2014m02;"Natividade;Varre-Sai";9999997;Interior;0
17645;2014;2014m02;Sï¿½ï¿½ï¿½o;3304805;Interior;0
17646;2014;2014m02;Cambuci;3300902;Interior;0
17647;2014;2014m02;"Itaperuna;Sï¿½ï¿½ï¿½o Jos";9999996;Interior;0
17648;2014;2014m02;Bom Jesus de Itabapoana;3300605;Interior;0
17649;2014;2014m02;Sï¿½ï¿½ï¿½o Joï¿½;3305000;Interior;0
17650;2014;2014m02;Campos dos Goytacazes;3301009;Interior;1
17651;2014;2014m02;Sï¿½ï¿½ï¿½o Francisco de It;3304755;Interior;0
17652;2014;2014m02;"Cardoso Moreira;Italva";9999995;Interior;0
17653;2014;2014m02;Nova Friburgo;3303401;Interior;2
17654;2014;2014m02;Duas Barras;3301603;Interior;0
17655;2014;2014m02;Cantagalo;3301108;Interior;0
17656;2014;2014m02;"Cordeiro;Macuco";9999998;Interior;0
17657;2014;2014m02;Sï¿½ï¿½ï¿½o Sebastiï¿;3305307;Interior;0
17658;2014;2014m02;Santa Maria Madalena;3304607;Interior;0
17659;2014;2014m02;Trajano de Morais;3305901;Interior;0
17660;2014;2014m02;Bom Jardim;3300506;Interior;0
17661;2014;2014m02;Cachoeiras de Macacu;3300803;Interior;0
17662;2014;2014m02;Mangaratiba;3302601;Interior;0
17663;2014;2014m02;Angra dos Reis;3300100;Interior;0
17664;2014;2014m02;Paraty;3303807;Interior;0
17665;2014;2014m02;Rio Claro;3304409;Interior;0
17666;2014;2014m03;Rio de Janeiro;3304557;Capital;5
17667;2014;2014m03;Rio de Janeiro;3304557;Capital;23
17668;2014;2014m03;Rio de Janeiro;3304557;Capital;6
17669;2014;2014m03;Rio de Janeiro;3304557;Capital;5
